season,round,position,points,wins,constructorId
2001,9,6,12.0,0,bar
2001,9,7,5.0,0,jaguar
2001,9,8,3.0,0,prost
2001,9,9,1.0,0,arrows
2001,9,10,1.0,0,benetton
2001,9,11,0.0,0,minardi
2001,10,1,108.0,6,ferrari
2001,10,2,56.0,2,mclaren
2001,10,3,43.0,2,williams
2001,10,4,16.0,0,sauber
2001,10,5,15.0,0,jordan
2001,10,6,12.0,0,bar
2001,10,7,5.0,0,jaguar
2001,10,8,3.0,0,prost
2001,10,9,1.0,0,arrows
2001,10,10,1.0,0,benetton
2001,10,11,0.0,0,minardi
2001,11,1,118.0,6,ferrari
2001,11,2,66.0,3,mclaren
2001,11,3,46.0,2,williams
2001,11,4,19.0,0,sauber
2001,11,5,15.0,0,jordan
2001,11,6,12.0,0,bar
2001,11,7,5.0,0,jaguar
2001,11,8,3.0,0,prost
2001,11,9,1.0,0,arrows
2001,11,10,1.0,0,benetton
2001,11,11,0.0,0,minardi
2001,12,1,124.0,6,ferrari
2001,12,2,66.0,3,mclaren
2001,12,3,56.0,3,williams
2001,12,4,19.0,0,sauber
2001,12,5,16.0,0,bar
2001,12,6,15.0,0,jordan
2001,12,7,6.0,0,benetton
2001,12,8,5.0,0,jaguar
2001,12,9,4.0,0,prost
2001,12,10,1.0,0,arrows
2001,12,11,0.0,0,minardi
2001,13,1,140.0,7,ferrari
2001,13,2,72.0,3,mclaren
2001,13,3,59.0,3,williams
2001,13,4,20.0,0,sauber
2001,13,5,16.0,0,bar
2001,13,6,15.0,0,jordan
2001,13,7,6.0,0,benetton
2001,13,8,5.0,0,jaguar
2001,13,9,4.0,0,prost
2001,13,10,1.0,0,arrows
2001,13,11,0.0,0,minardi
2001,14,1,152.0,8,ferrari
2001,14,2,81.0,3,mclaren
2001,14,3,59.0,3,williams
2001,14,4,20.0,0,sauber
2001,14,5,16.0,0,bar
2001,14,6,16.0,0,jordan
2001,14,7,10.0,0,benetton
2001,14,8,5.0,0,jaguar
2001,14,9,4.0,0,prost
2001,14,10,1.0,0,arrows
2001,14,11,0.0,0,minardi
2001,15,1,161.0,8,ferrari
2001,15,2,81.0,3,mclaren
2001,15,3,73.0,4,williams
2001,15,4,20.0,0,sauber
2001,15,5,17.0,0,bar
2001,15,6,16.0,0,jordan
2001,15,7,10.0,0,benetton
2001,15,8,7.0,0,jaguar
2001,15,9,4.0,0,prost
2001,15,10,1.0,0,arrows
2001,15,11,0.0,0,minardi
2001,16,1,167.0,8,ferrari
2001,16,2,95.0,4,mclaren
2001,16,3,73.0,4,williams
2001,16,4,21.0,0,sauber
2001,16,5,19.0,0,jordan
2001,16,6,17.0,0,bar
2001,16,7,10.0,0,benetton
2001,16,8,9.0,0,jaguar
2001,16,9,4.0,0,prost
2001,16,10,1.0,0,arrows
2001,16,11,0.0,0,minardi
2001,17,1,179.0,9,ferrari
2001,17,2,102.0,4,mclaren
2001,17,3,80.0,4,williams
2001,17,4,21.0,0,sauber
2001,17,5,19.0,0,jordan
2001,17,6,17.0,0,bar
2001,17,7,10.0,0,benetton
2001,17,8,9.0,0,jaguar
2001,17,9,4.0,0,prost
2001,17,10,1.0,0,arrows
2001,17,11,0.0,0,minardi
2002,1,1,10.0,1,ferrari
2002,1,2,6.0,0,williams
2002,1,3,4.0,0,mclaren
2002,1,4,3.0,0,jaguar
2002,1,5,2.0,0,minardi
2002,1,6,1.0,0,toyota
2002,2,1,22.0,1,williams
2002,2,2,14.0,1,ferrari
2002,2,3,4.0,0,mclaren
2002,2,4,3.0,0,jaguar
2002,2,5,3.0,0,renault
2002,2,6,3.0,0,sauber
2002,2,7,2.0,0,minardi
2002,2,8,1.0,0,toyota
2002,2,9,0.0,0,bar
2002,2,10,0.0,0,jordan
2002,2,11,0.0,0,arrows
2002,3,1,30.0,1,williams
2002,3,2,24.0,2,ferrari
2002,3,3,8.0,0,mclaren
2002,3,4,6.0,0,renault
2002,3,5,3.0,0,jaguar
2002,3,6,3.0,0,sauber
2002,3,7,2.0,0,minardi
2002,3,8,2.0,0,toyota
2002,3,9,0.0,0,bar
2002,3,10,0.0,0,jordan
2002,3,11,0.0,0,arrows
2002,4,1,40.0,3,ferrari
2002,4,2,37.0,1,williams
2002,4,3,9.0,0,mclaren
2002,4,4,8.0,0,renault
2002,4,5,3.0,0,jaguar
2002,4,6,3.0,0,sauber
2002,4,7,2.0,0,minardi
2002,4,8,2.0,0,toyota
2002,4,9,0.0,0,bar
2002,4,10,0.0,0,jordan
2002,4,11,0.0,0,arrows
2002,5,1,50.0,4,ferrari
2002,5,2,43.0,1,williams
2002,5,3,13.0,0,mclaren
2002,5,4,8.0,0,renault
2002,5,5,8.0,0,sauber
2002,5,6,3.0,0,jaguar
2002,5,7,2.0,0,minardi
2002,5,8,2.0,0,toyota
2002,5,9,1.0,0,arrows
2002,5,10,0.0,0,bar
2002,5,11,0.0,0,jordan
2002,6,1,66.0,5,ferrari
2002,6,2,50.0,1,williams
2002,6,3,14.0,0,mclaren
2002,6,4,8.0,0,renault
2002,6,5,8.0,0,sauber
2002,6,6,3.0,0,jaguar
2002,6,7,2.0,0,minardi
2002,6,8,2.0,0,jordan
2002,6,9,2.0,0,toyota
2002,6,10,1.0,0,arrows
2002,6,11,0.0,0,bar
2002,7,1,72.0,5,ferrari
2002,7,2,54.0,1,williams
2002,7,3,24.0,1,mclaren
2002,7,4,11.0,0,renault
2002,7,5,8.0,0,sauber
2002,7,6,4.0,0,jordan
2002,7,7,3.0,0,jaguar
2002,7,8,2.0,0,minardi
2002,7,9,2.0,0,toyota
2002,7,10,2.0,0,arrows
2002,7,11,0.0,0,bar
2002,8,1,86.0,6,ferrari
2002,8,2,54.0,1,williams
2002,8,3,33.0,1,mclaren
2002,8,4,12.0,0,renault
2002,8,5,8.0,0,sauber
2002,8,6,6.0,0,jordan
2002,8,7,3.0,0,jaguar
2002,8,8,2.0,0,minardi
2002,8,9,2.0,0,toyota
2002,8,10,2.0,0,arrows
2002,8,11,0.0,0,bar
2002,9,1,102.0,7,ferrari
2002,9,2,57.0,1,williams
2002,9,3,37.0,1,mclaren
2002,9,4,14.0,0,renault
2002,9,5,9.0,0,sauber
2002,9,6,6.0,0,jordan
2002,9,7,3.0,0,jaguar
2002,9,8,2.0,0,minardi
2002,9,9,2.0,0,toyota
2002,9,10,2.0,0,arrows
2002,9,11,0.0,0,bar
2002,10,1,118.0,8,ferrari
2002,10,2,61.0,1,williams
2002,10,3,37.0,1,mclaren
2002,10,4,14.0,0,renault
2002,10,5,10.0,0,sauber
2002,10,6,6.0,0,jordan
2002,10,7,5.0,0,bar
2002,10,8,3.0,0,jaguar
2002,10,9,2.0,0,minardi
2002,10,10,2.0,0,toyota
2002,10,11,2.0,0,arrows
2002,11,1,128.0,9,ferrari
2002,11,2,66.0,1,williams
2002,11,3,47.0,1,mclaren
2002,11,4,15.0,0,renault
2002,11,5,10.0,0,sauber
2002,11,6,6.0,0,jordan
2002,11,7,5.0,0,bar
2002,11,8,3.0,0,jaguar
2002,11,9,2.0,0,minardi
2002,11,10,2.0,0,toyota
2002,11,11,2.0,0,arrows
2002,12,1,141.0,10,ferrari
2002,12,2,76.0,1,williams
2002,12,3,49.0,1,mclaren
2002,12,4,15.0,0,renault
2002,12,5,11.0,0,sauber
2002,12,6,6.0,0,jordan
2002,12,7,5.0,0,bar
2002,12,8,3.0,0,jaguar
2002,12,9,2.0,0,minardi
2002,12,10,2.0,0,toyota
2002,12,11,2.0,0,arrows
2002,13,1,157.0,11,ferrari
2002,13,2,80.0,1,williams
2002,13,3,54.0,1,mclaren
2002,13,4,15.0,0,renault
2002,13,5,11.0,0,sauber
2002,13,6,7.0,0,jordan
2002,13,7,5.0,0,bar
2002,13,8,3.0,0,jaguar
2002,13,9,2.0,0,minardi
2002,13,10,2.0,0,toyota
2002,13,11,2.0,0,arrows
2002,14,1,173.0,12,ferrari
2002,14,2,86.0,1,williams
2002,14,3,57.0,1,mclaren
2002,14,4,15.0,0,renault
2002,14,5,11.0,0,sauber
2002,14,6,7.0,0,jordan
2002,14,7,5.0,0,bar
2002,14,8,4.0,0,jaguar
2002,14,9,2.0,0,minardi
2002,14,10,2.0,0,toyota
2002,14,11,2.0,0,arrows
2002,15,1,189.0,13,ferrari
2002,15,2,86.0,1,williams
2002,15,3,57.0,1,mclaren
2002,15,4,20.0,0,renault
2002,15,5,11.0,0,sauber
2002,15,6,8.0,0,jaguar
2002,15,7,7.0,0,jordan
2002,15,8,6.0,0,bar
2002,15,9,2.0,0,minardi
2002,15,10,2.0,0,toyota
2002,15,11,2.0,0,arrows
2002,16,1,205.0,14,ferrari
2002,16,2,89.0,1,williams
2002,16,3,61.0,1,mclaren
2002,16,4,22.0,0,renault
2002,16,5,11.0,0,sauber
2002,16,6,8.0,0,jaguar
2002,16,7,7.0,0,bar
2002,16,8,7.0,0,jordan
2002,16,9,2.0,0,minardi
2002,16,10,2.0,0,toyota
2002,16,11,2.0,0,arrows
2002,17,1,221.0,15,ferrari
2002,17,2,92.0,1,williams
2002,17,3,65.0,1,mclaren
2002,17,4,23.0,0,renault
2002,17,5,11.0,0,sauber
2002,17,6,9.0,0,jordan
2002,17,7,8.0,0,jaguar
2002,17,8,7.0,0,bar
2002,17,9,2.0,0,minardi
2002,17,10,2.0,0,toyota
2002,17,11,2.0,0,arrows
2003,1,1,16.0,1,mclaren
2003,1,2,9.0,0,williams
2003,1,3,6.0,0,renault
2003,1,4,5.0,0,ferrari
2003,1,5,3.0,0,sauber
2003,1,6,0.0,0,bar
2003,1,7,0.0,0,minardi
2003,2,1,26.0,2,mclaren
2003,2,2,16.0,0,ferrari
2003,2,3,16.0,0,renault
2003,2,4,14.0,0,williams
2003,2,5,4.0,0,sauber
2003,2,6,2.0,0,bar
2003,2,7,0.0,0,jordan
2003,2,8,0.0,0,minardi
2003,2,9,0.0,0,toyota
2003,3,1,39.0,2,mclaren
2003,3,2,23.0,0,renault
2003,3,3,16.0,0,ferrari
2003,3,4,16.0,0,williams
2003,3,5,10.0,1,jordan
2003,3,6,8.0,0,sauber
2003,3,7,5.0,0,bar
2003,3,8,0.0,0,jaguar
2003,3,9,0.0,0,toyota
2003,3,10,0.0,0,minardi
2003,4,1,51.0,2,mclaren
2003,4,2,32.0,1,ferrari
2003,4,3,26.0,0,renault
2003,4,4,23.0,0,williams
2003,4,5,10.0,1,jordan
2003,4,6,8.0,0,sauber
2003,4,7,6.0,0,bar
2003,4,8,0.0,0,toyota
2003,4,9,0.0,0,jaguar
2003,4,10,0.0,0,minardi
2003,5,1,51.0,2,mclaren
2003,5,2,48.0,2,ferrari
2003,5,3,34.0,0,renault
2003,5,4,32.0,0,williams
2003,5,5,11.0,1,jordan
2003,5,6,8.0,0,sauber
2003,5,7,6.0,0,bar
2003,5,8,3.0,0,toyota
2003,5,9,2.0,0,jaguar
2003,5,10,0.0,0,minardi
2003,6,1,64.0,3,ferrari
2003,6,2,63.0,2,mclaren
2003,6,3,35.0,0,renault
2003,6,4,35.0,0,williams
2003,6,5,11.0,1,jordan
2003,6,6,11.0,0,bar
2003,6,7,8.0,0,sauber
2003,6,8,4.0,0,jaguar
2003,6,9,3.0,0,toyota
2003,6,10,0.0,0,minardi
2003,7,1,73.0,2,mclaren
2003,7,2,71.0,3,ferrari
2003,7,3,50.0,1,williams
2003,7,4,42.0,0,renault
2003,7,5,11.0,1,jordan
2003,7,6,11.0,0,bar
2003,7,7,8.0,0,sauber
2003,7,8,4.0,0,jaguar
2003,7,9,3.0,0,toyota
2003,7,10,0.0,0,minardi
2003,8,1,85.0,4,ferrari
2003,8,2,76.0,2,mclaren
2003,8,3,64.0,1,williams
2003,8,4,47.0,0,renault
2003,8,5,11.0,1,jordan
2003,8,6,11.0,0,bar
2003,8,7,8.0,0,sauber
2003,8,8,6.0,0,jaguar
2003,8,9,4.0,0,toyota
2003,8,10,0.0,0,minardi
2003,9,1,95.0,4,ferrari
2003,9,2,82.0,2,williams
2003,9,3,76.0,2,mclaren
2003,9,4,52.0,0,renault
2003,9,5,13.0,0,bar
2003,9,6,11.0,1,jordan
2003,9,7,9.0,0,sauber
2003,9,8,9.0,0,jaguar
2003,9,9,4.0,0,toyota
2003,9,10,0.0,0,minardi
2003,10,1,103.0,4,ferrari
2003,10,2,100.0,3,williams
2003,10,3,85.0,2,mclaren
2003,10,4,52.0,0,renault
2003,10,5,13.0,0,bar
2003,10,6,12.0,0,jaguar
2003,10,7,11.0,1,jordan
2003,10,8,9.0,0,sauber
2003,10,9,5.0,0,toyota
2003,10,10,0.0,0,minardi
2003,11,1,118.0,5,ferrari
2003,11,2,108.0,3,williams
2003,11,3,95.0,2,mclaren
2003,11,4,55.0,0,renault
2003,11,5,14.0,0,bar
2003,11,6,12.0,0,jaguar
2003,11,7,11.0,1,jordan
2003,11,8,9.0,0,sauber
2003,11,9,7.0,0,toyota
2003,11,10,0.0,0,minardi
2003,12,1,120.0,5,ferrari
2003,12,2,118.0,4,williams
2003,12,3,103.0,2,mclaren
2003,12,4,66.0,0,renault
2003,12,5,15.0,0,bar
2003,12,6,14.0,0,toyota
2003,12,7,12.0,0,jaguar
2003,12,8,11.0,1,jordan
2003,12,9,9.0,0,sauber
2003,12,10,0.0,0,minardi
2003,13,1,129.0,4,williams
2003,13,2,121.0,5,ferrari
2003,13,3,115.0,2,mclaren
2003,13,4,78.0,1,renault
2003,13,5,15.0,0,bar
2003,13,6,15.0,0,jaguar
2003,13,7,14.0,0,toyota
2003,13,8,11.0,1,jordan
2003,13,9,9.0,0,sauber
2003,13,10,0.0,0,minardi
2003,14,1,141.0,4,williams
2003,14,2,137.0,6,ferrari
2003,14,3,120.0,2,mclaren
2003,14,4,79.0,1,renault
2003,14,5,18.0,0,bar
2003,14,6,17.0,0,jaguar
2003,14,7,14.0,0,toyota
2003,14,8,11.0,1,jordan
2003,14,9,9.0,0,sauber
2003,14,10,0.0,0,minardi
2003,15,1,147.0,7,ferrari
2003,15,2,144.0,4,williams
2003,15,3,128.0,2,mclaren
2003,15,4,84.0,1,renault
2003,15,5,19.0,0,sauber
2003,15,6,18.0,0,bar
2003,15,7,18.0,0,jaguar
2003,15,8,14.0,0,toyota
2003,15,9,13.0,1,jordan
2003,15,10,0.0,0,minardi
2003,16,1,158.0,8,ferrari
2003,16,2,144.0,4,williams
2003,16,3,142.0,2,mclaren
2003,16,4,88.0,1,renault
2003,16,5,26.0,0,bar
2003,16,6,19.0,0,sauber
2003,16,7,18.0,0,jaguar
2003,16,8,16.0,0,toyota
2003,16,9,13.0,1,jordan
2003,16,10,0.0,0,minardi
2004,1,1,18.0,1,ferrari
2004,1,2,9.0,0,williams
2004,1,3,8.0,0,renault
2004,1,4,3.0,0,bar
2004,1,5,1.0,0,mclaren
2004,1,6,0.0,0,sauber
2004,1,7,0.0,0,jaguar
2004,1,8,0.0,0,toyota
2004,1,9,0.0,0,jordan
2004,2,1,33.0,2,ferrari
2004,2,2,17.0,0,williams
2004,2,3,14.0,0,renault
2004,2,4,9.0,0,bar
2004,2,5,4.0,0,mclaren
2004,2,6,1.0,0,sauber
2004,2,7,0.0,0,toyota
2004,2,8,0.0,0,jaguar
2004,2,9,0.0,0,jordan
2004,2,10,0.0,0,minardi
2004,3,1,51.0,3,ferrari
2004,3,2,22.0,0,renault
2004,3,3,19.0,0,williams
2004,3,4,19.0,0,bar
2004,3,5,4.0,0,mclaren
2004,3,6,1.0,0,sauber
2004,3,7,1.0,0,jaguar
2004,3,8,0.0,0,toyota
2004,3,9,0.0,0,jordan
2004,3,10,0.0,0,minardi
2004,4,1,64.0,4,ferrari
2004,4,2,31.0,0,renault
2004,4,3,27.0,0,bar
2004,4,4,27.0,0,williams
2004,4,5,5.0,0,mclaren
2004,4,6,1.0,0,sauber
2004,4,7,1.0,0,jaguar
2004,4,8,0.0,0,toyota
2004,4,9,0.0,0,jordan
2004,4,10,0.0,0,minardi
2004,5,1,82.0,5,ferrari
2004,5,2,42.0,0,renault
2004,5,3,32.0,0,bar
2004,5,4,30.0,0,williams
2004,5,5,5.0,0,mclaren
2004,5,6,3.0,0,sauber
2004,5,7,1.0,0,jaguar
2004,5,8,0.0,0,toyota
2004,5,9,0.0,0,jordan
2004,5,10,0.0,0,minardi
2004,6,1,88.0,5,ferrari
2004,6,2,52.0,1,renault
2004,6,3,40.0,0,bar
2004,6,4,35.0,0,williams
2004,6,5,7.0,0,sauber
2004,6,6,5.0,0,mclaren
2004,6,7,4.0,0,toyota
2004,6,8,2.0,0,jordan
2004,6,9,1.0,0,jaguar
2004,6,10,0.0,0,minardi
2004,7,1,106.0,6,ferrari
2004,7,2,61.0,1,renault
2004,7,3,46.0,0,bar
2004,7,4,36.0,0,williams
2004,7,5,10.0,0,sauber
2004,7,6,5.0,0,mclaren
2004,7,7,4.0,0,toyota
2004,7,8,3.0,0,jaguar
2004,7,9,2.0,0,jordan
2004,7,10,0.0,0,minardi
2004,8,1,124.0,7,ferrari
2004,8,2,61.0,1,renault
2004,8,3,52.0,0,bar
2004,8,4,36.0,0,williams
2004,8,5,15.0,0,sauber
2004,8,6,12.0,0,mclaren
2004,8,7,5.0,0,jordan
2004,8,8,4.0,0,toyota
2004,8,9,3.0,0,jaguar
2004,8,10,0.0,0,minardi
2004,9,1,142.0,8,ferrari
2004,9,2,66.0,1,renault
2004,9,3,58.0,0,bar
2004,9,4,36.0,0,williams
2004,9,5,17.0,0,mclaren
2004,9,6,15.0,0,sauber
2004,9,7,8.0,0,toyota
2004,9,8,5.0,0,jordan
2004,9,9,3.0,0,jaguar
2004,9,10,1.0,0,minardi
2004,10,1,158.0,9,ferrari
2004,10,2,79.0,1,renault
2004,10,3,62.0,0,bar
2004,10,4,37.0,0,williams
2004,10,5,22.0,0,mclaren
2004,10,6,15.0,0,sauber
2004,10,7,8.0,0,toyota
2004,10,8,5.0,0,jordan
2004,10,9,3.0,0,jaguar
2004,10,10,1.0,0,minardi
2004,11,1,174.0,10,ferrari
2004,11,2,79.0,1,renault
2004,11,3,67.0,0,bar
2004,11,4,41.0,0,williams
2004,11,5,32.0,0,mclaren
2004,11,6,18.0,0,sauber
2004,11,7,8.0,0,toyota
2004,11,8,5.0,0,jordan
2004,11,9,4.0,0,jaguar
2004,11,10,1.0,0,minardi
2004,12,1,184.0,11,ferrari
2004,12,2,85.0,1,renault
2004,12,3,76.0,0,bar
2004,12,4,47.0,0,williams
2004,12,5,37.0,0,mclaren
2004,12,6,18.0,0,sauber
2004,12,7,8.0,0,toyota
2004,12,8,7.0,0,jaguar
2004,12,9,5.0,0,jordan
