season,round,position,points,wins,driverId
2012,7,12,21.0,0,resta
2012,7,13,15.0,0,bruno_senna
2012,7,14,11.0,0,massa
2012,7,15,7.0,0,hulkenberg
2012,7,16,4.0,0,vergne
2012,7,17,2.0,0,ricciardo
2012,7,18,2.0,0,michael_schumacher
2012,7,19,0.0,0,kovalainen
2012,7,20,0.0,0,glock
2012,7,21,0.0,0,pic
2012,7,22,0.0,0,karthikeyan
2012,7,23,0.0,0,petrov
2012,7,24,0.0,0,rosa
2012,8,1,111.0,2,alonso
2012,8,2,91.0,1,webber
2012,8,3,88.0,1,hamilton
2012,8,4,85.0,1,vettel
2012,8,5,75.0,1,rosberg
2012,8,6,73.0,0,raikkonen
2012,8,7,53.0,0,grosjean
2012,8,8,49.0,1,button
2012,8,9,39.0,0,perez
2012,8,10,29.0,1,maldonado
2012,8,11,27.0,0,resta
2012,8,12,21.0,0,kobayashi
2012,8,13,17.0,0,michael_schumacher
2012,8,14,17.0,0,hulkenberg
2012,8,15,16.0,0,bruno_senna
2012,8,16,11.0,0,massa
2012,8,17,4.0,0,vergne
2012,8,18,2.0,0,ricciardo
2012,8,19,0.0,0,kovalainen
2012,8,20,0.0,0,petrov
2012,8,21,0.0,0,glock
2012,8,22,0.0,0,pic
2012,8,23,0.0,0,karthikeyan
2012,8,24,0.0,0,rosa
2012,9,1,129.0,2,alonso
2012,9,2,116.0,2,webber
2012,9,3,100.0,1,vettel
2012,9,4,92.0,1,hamilton
2012,9,5,83.0,0,raikkonen
2012,9,6,75.0,1,rosberg
2012,9,7,61.0,0,grosjean
2012,9,8,50.0,1,button
2012,9,9,39.0,0,perez
2012,9,10,29.0,1,maldonado
2012,9,11,27.0,0,resta
2012,9,12,23.0,0,michael_schumacher
2012,9,13,23.0,0,massa
2012,9,14,21.0,0,kobayashi
2012,9,15,18.0,0,bruno_senna
2012,9,16,17.0,0,hulkenberg
2012,9,17,4.0,0,vergne
2012,9,18,2.0,0,ricciardo
2012,9,19,0.0,0,kovalainen
2012,9,20,0.0,0,petrov
2012,9,21,0.0,0,glock
2012,9,22,0.0,0,pic
2012,9,23,0.0,0,karthikeyan
2012,9,24,0.0,0,rosa
2012,10,1,154.0,3,alonso
2012,10,2,120.0,2,webber
2012,10,3,110.0,1,vettel
2012,10,4,98.0,0,raikkonen
2012,10,5,92.0,1,hamilton
2012,10,6,76.0,1,rosberg
2012,10,7,68.0,1,button
2012,10,8,61.0,0,grosjean
2012,10,9,47.0,0,perez
2012,10,10,33.0,0,kobayashi
2012,10,11,29.0,1,maldonado
2012,10,12,29.0,0,michael_schumacher
2012,10,13,27.0,0,resta
2012,10,14,23.0,0,massa
2012,10,15,19.0,0,hulkenberg
2012,10,16,18.0,0,bruno_senna
2012,10,17,4.0,0,vergne
2012,10,18,2.0,0,ricciardo
2012,10,19,0.0,0,kovalainen
2012,10,20,0.0,0,petrov
2012,10,21,0.0,0,glock
2012,10,22,0.0,0,pic
2012,10,23,0.0,0,karthikeyan
2012,10,24,0.0,0,rosa
2012,11,1,164.0,3,alonso
2012,11,2,124.0,2,webber
2012,11,3,122.0,1,vettel
2012,11,4,117.0,2,hamilton
2012,11,5,116.0,0,raikkonen
2012,11,6,77.0,1,rosberg
2012,11,7,76.0,1,button
2012,11,8,76.0,0,grosjean
2012,11,9,47.0,0,perez
2012,11,10,33.0,0,kobayashi
2012,11,11,29.0,1,maldonado
2012,11,12,29.0,0,michael_schumacher
2012,11,13,27.0,0,resta
2012,11,14,25.0,0,massa
2012,11,15,24.0,0,bruno_senna
2012,11,16,19.0,0,hulkenberg
2012,11,17,4.0,0,vergne
2012,11,18,2.0,0,ricciardo
2012,11,19,0.0,0,kovalainen
2012,11,20,0.0,0,petrov
2012,11,21,0.0,0,glock
2012,11,22,0.0,0,pic
2012,11,23,0.0,0,karthikeyan
2012,11,24,0.0,0,rosa
2012,12,1,164.0,3,alonso
2012,12,2,140.0,1,vettel
2012,12,3,132.0,2,webber
2012,12,4,131.0,0,raikkonen
2012,12,5,117.0,2,hamilton
2012,12,6,101.0,2,button
2012,12,7,77.0,1,rosberg
2012,12,8,76.0,0,grosjean
2012,12,9,47.0,0,perez
2012,12,10,35.0,0,michael_schumacher
2012,12,11,35.0,0,massa
2012,12,12,33.0,0,kobayashi
2012,12,13,31.0,0,hulkenberg
2012,12,14,29.0,1,maldonado
2012,12,15,28.0,0,resta
2012,12,16,24.0,0,bruno_senna
2012,12,17,8.0,0,vergne
2012,12,18,4.0,0,ricciardo
2012,12,19,0.0,0,petrov
2012,12,20,0.0,0,kovalainen
2012,12,21,0.0,0,glock
2012,12,22,0.0,0,pic
2012,12,23,0.0,0,karthikeyan
2012,12,24,0.0,0,rosa
2012,13,1,179.0,3,alonso
2012,13,2,142.0,3,hamilton
2012,13,3,141.0,0,raikkonen
2012,13,4,140.0,1,vettel
2012,13,5,132.0,2,webber
2012,13,6,101.0,2,button
2012,13,7,83.0,1,rosberg
2012,13,8,76.0,0,grosjean
2012,13,9,65.0,0,perez
2012,13,10,47.0,0,massa
2012,13,11,43.0,0,michael_schumacher
2012,13,12,35.0,0,kobayashi
2012,13,13,32.0,0,resta
2012,13,14,31.0,0,hulkenberg
2012,13,15,29.0,1,maldonado
2012,13,16,25.0,0,bruno_senna
2012,13,17,8.0,0,vergne
2012,13,18,4.0,0,ricciardo
2012,13,19,0.0,0,kovalainen
2012,13,20,0.0,0,petrov
2012,13,21,0.0,0,ambrosio
2012,13,22,0.0,0,glock
2012,13,23,0.0,0,pic
2012,13,24,0.0,0,karthikeyan
2012,13,25,0.0,0,rosa
2012,14,1,194.0,3,alonso
2012,14,2,165.0,2,vettel
2012,14,3,149.0,0,raikkonen
2012,14,4,142.0,3,hamilton
2012,14,5,132.0,2,webber
2012,14,6,119.0,2,button
2012,14,7,93.0,1,rosberg
2012,14,8,82.0,0,grosjean
2012,14,9,66.0,0,perez
2012,14,10,51.0,0,massa
2012,14,11,44.0,0,resta
2012,14,12,43.0,0,michael_schumacher
2012,14,13,35.0,0,kobayashi
2012,14,14,31.0,0,hulkenberg
2012,14,15,29.0,1,maldonado
2012,14,16,25.0,0,bruno_senna
2012,14,17,8.0,0,vergne
2012,14,18,6.0,0,ricciardo
2012,14,19,0.0,0,glock
2012,14,20,0.0,0,kovalainen
2012,14,21,0.0,0,petrov
2012,14,22,0.0,0,ambrosio
2012,14,23,0.0,0,pic
2012,14,24,0.0,0,karthikeyan
2012,14,25,0.0,0,rosa
2012,15,1,194.0,3,alonso
2012,15,2,190.0,3,vettel
2012,15,3,157.0,0,raikkonen
2012,15,4,152.0,3,hamilton
2012,15,5,134.0,2,webber
2012,15,6,131.0,2,button
2012,15,7,93.0,1,rosberg
2012,15,8,82.0,0,grosjean
2012,15,9,69.0,0,massa
2012,15,10,66.0,0,perez
2012,15,11,50.0,0,kobayashi
2012,15,12,44.0,0,resta
2012,15,13,43.0,0,michael_schumacher
2012,15,14,37.0,0,hulkenberg
2012,15,15,33.0,1,maldonado
2012,15,16,25.0,0,bruno_senna
2012,15,17,8.0,0,vergne
2012,15,18,7.0,0,ricciardo
2012,15,19,0.0,0,glock
2012,15,20,0.0,0,kovalainen
2012,15,21,0.0,0,petrov
2012,15,22,0.0,0,ambrosio
2012,15,23,0.0,0,pic
2012,15,24,0.0,0,karthikeyan
2012,15,25,0.0,0,rosa
2012,16,1,215.0,4,vettel
2012,16,2,209.0,3,alonso
2012,16,3,167.0,0,raikkonen
2012,16,4,153.0,3,hamilton
2012,16,5,152.0,2,webber
2012,16,6,131.0,2,button
2012,16,7,93.0,1,rosberg
2012,16,8,88.0,0,grosjean
2012,16,9,81.0,0,massa
2012,16,10,66.0,0,perez
2012,16,11,50.0,0,kobayashi
2012,16,12,45.0,0,hulkenberg
2012,16,13,44.0,0,resta
2012,16,14,43.0,0,michael_schumacher
2012,16,15,33.0,1,maldonado
2012,16,16,25.0,0,bruno_senna
2012,16,17,12.0,0,vergne
2012,16,18,9.0,0,ricciardo
2012,16,19,0.0,0,glock
2012,16,20,0.0,0,kovalainen
2012,16,21,0.0,0,petrov
2012,16,22,0.0,0,ambrosio
2012,16,23,0.0,0,pic
2012,16,24,0.0,0,karthikeyan
2012,16,25,0.0,0,rosa
2012,17,1,240.0,5,vettel
2012,17,2,227.0,3,alonso
2012,17,3,173.0,0,raikkonen
2012,17,4,167.0,2,webber
2012,17,5,165.0,3,hamilton
2012,17,6,141.0,2,button
2012,17,7,93.0,1,rosberg
2012,17,8,90.0,0,grosjean
2012,17,9,89.0,0,massa
2012,17,10,66.0,0,perez
2012,17,11,50.0,0,kobayashi
2012,17,12,49.0,0,hulkenberg
2012,17,13,44.0,0,resta
2012,17,14,43.0,0,michael_schumacher
2012,17,15,33.0,1,maldonado
2012,17,16,26.0,0,bruno_senna
2012,17,17,12.0,0,vergne
2012,17,18,9.0,0,ricciardo
2012,17,19,0.0,0,glock
2012,17,20,0.0,0,kovalainen
2012,17,21,0.0,0,petrov
2012,17,22,0.0,0,ambrosio
2012,17,23,0.0,0,pic
2012,17,24,0.0,0,karthikeyan
2012,17,25,0.0,0,rosa
2012,18,1,255.0,5,vettel
2012,18,2,245.0,3,alonso
2012,18,3,198.0,1,raikkonen
2012,18,4,167.0,2,webber
2012,18,5,165.0,3,hamilton
2012,18,6,153.0,2,button
2012,18,7,95.0,0,massa
2012,18,8,93.0,1,rosberg
2012,18,9,90.0,0,grosjean
2012,18,10,66.0,0,perez
2012,18,11,58.0,0,kobayashi
2012,18,12,49.0,0,hulkenberg
2012,18,13,46.0,0,resta
2012,18,14,43.0,1,maldonado
2012,18,15,43.0,0,michael_schumacher
2012,18,16,30.0,0,bruno_senna
2012,18,17,12.0,0,vergne
2012,18,18,10.0,0,ricciardo
2012,18,19,0.0,0,glock
2012,18,20,0.0,0,kovalainen
2012,18,21,0.0,0,petrov
2012,18,22,0.0,0,ambrosio
2012,18,23,0.0,0,pic
2012,18,24,0.0,0,karthikeyan
2012,18,25,0.0,0,rosa
2012,19,1,273.0,5,vettel
2012,19,2,260.0,3,alonso
2012,19,3,206.0,1,raikkonen
2012,19,4,190.0,4,hamilton
2012,19,5,167.0,2,webber
2012,19,6,163.0,2,button
2012,19,7,107.0,0,massa
2012,19,8,96.0,0,grosjean
2012,19,9,93.0,1,rosberg
2012,19,10,66.0,0,perez
2012,19,11,58.0,0,kobayashi
2012,19,12,53.0,0,hulkenberg
2012,19,13,46.0,0,resta
2012,19,14,45.0,1,maldonado
2012,19,15,43.0,0,michael_schumacher
2012,19,16,31.0,0,bruno_senna
2012,19,17,12.0,0,vergne
2012,19,18,10.0,0,ricciardo
2012,19,19,0.0,0,glock
2012,19,20,0.0,0,kovalainen
2012,19,21,0.0,0,petrov
2012,19,22,0.0,0,ambrosio
2012,19,23,0.0,0,pic
2012,19,24,0.0,0,karthikeyan
2012,19,25,0.0,0,rosa
2012,20,1,281.0,5,vettel
2012,20,2,278.0,3,alonso
2012,20,3,207.0,1,raikkonen
2012,20,4,190.0,4,hamilton
2012,20,5,188.0,3,button
2012,20,6,179.0,2,webber
2012,20,7,122.0,0,massa
2012,20,8,96.0,0,grosjean
2012,20,9,93.0,1,rosberg
2012,20,10,66.0,0,perez
2012,20,11,63.0,0,hulkenberg
2012,20,12,60.0,0,kobayashi
2012,20,13,49.0,0,michael_schumacher
2012,20,14,46.0,0,resta
2012,20,15,45.0,1,maldonado
2012,20,16,31.0,0,bruno_senna
2012,20,17,16.0,0,vergne
2012,20,18,10.0,0,ricciardo
2012,20,19,0.0,0,petrov
2012,20,20,0.0,0,glock
2012,20,21,0.0,0,pic
2012,20,22,0.0,0,kovalainen
2012,20,23,0.0,0,ambrosio
2012,20,24,0.0,0,karthikeyan
2012,20,25,0.0,0,rosa
2013,1,1,25.0,1,raikkonen
2013,1,2,18.0,0,alonso
2013,1,3,15.0,0,vettel
2013,1,4,12.0,0,massa
2013,1,5,10.0,0,hamilton
2013,1,6,8.0,0,webber
2013,1,7,6.0,0,sutil
2013,1,8,4.0,0,resta
2013,1,9,2.0,0,button
2013,1,10,1.0,0,grosjean
2013,1,11,0.0,0,perez
2013,1,12,0.0,0,vergne
2013,1,13,0.0,0,gutierrez
2013,1,14,0.0,0,bottas
2013,1,15,0.0,0,jules_bianchi
2013,1,16,0.0,0,pic
2013,1,17,0.0,0,chilton
2013,1,18,0.0,0,garde
2013,1,19,0.0,0,ricciardo
2013,1,20,0.0,0,rosberg
2013,1,21,0.0,0,maldonado
2013,1,22,0.0,0,hulkenberg
2013,2,1,40.0,1,vettel
2013,2,2,31.0,1,raikkonen
2013,2,3,26.0,0,webber
2013,2,4,25.0,0,hamilton
2013,2,5,22.0,0,massa
2013,2,6,18.0,0,alonso
2013,2,7,12.0,0,rosberg
2013,2,8,9.0,0,grosjean
2013,2,9,6.0,0,sutil
2013,2,10,4.0,0,resta
2013,2,11,4.0,0,hulkenberg
2013,2,12,2.0,0,perez
2013,2,13,2.0,0,button
2013,2,14,1.0,0,vergne
2013,2,15,0.0,0,bottas
2013,2,16,0.0,0,gutierrez
2013,2,17,0.0,0,jules_bianchi
2013,2,18,0.0,0,pic
2013,2,19,0.0,0,garde
2013,2,20,0.0,0,chilton
2013,2,21,0.0,0,ricciardo
2013,2,22,0.0,0,maldonado
2013,3,1,52.0,1,vettel
2013,3,2,49.0,1,raikkonen
2013,3,3,43.0,1,alonso
2013,3,4,40.0,0,hamilton
2013,3,5,30.0,0,massa
2013,3,6,26.0,0,webber
2013,3,7,12.0,0,rosberg
2013,3,8,12.0,0,button
2013,3,9,11.0,0,grosjean
2013,3,10,8.0,0,resta
2013,3,11,6.0,0,ricciardo
2013,3,12,6.0,0,sutil
2013,3,13,5.0,0,hulkenberg
2013,3,14,2.0,0,perez
2013,3,15,1.0,0,vergne
2013,3,16,0.0,0,bottas
2013,3,17,0.0,0,gutierrez
2013,3,18,0.0,0,jules_bianchi
2013,3,19,0.0,0,pic
2013,3,20,0.0,0,maldonado
2013,3,21,0.0,0,garde
2013,3,22,0.0,0,chilton
2013,4,1,77.0,2,vettel
2013,4,2,67.0,1,raikkonen
2013,4,3,50.0,0,hamilton
2013,4,4,47.0,1,alonso
2013,4,5,32.0,0,webber
2013,4,6,30.0,0,massa
2013,4,7,26.0,0,grosjean
2013,4,8,20.0,0,resta
2013,4,9,14.0,0,rosberg
2013,4,10,13.0,0,button
2013,4,11,10.0,0,perez
2013,4,12,6.0,0,sutil
2013,4,13,6.0,0,ricciardo
2013,4,14,5.0,0,hulkenberg
2013,4,15,1.0,0,vergne
2013,4,16,0.0,0,bottas
2013,4,17,0.0,0,maldonado
2013,4,18,0.0,0,gutierrez
2013,4,19,0.0,0,jules_bianchi
2013,4,20,0.0,0,pic
2013,4,21,0.0,0,garde
2013,4,22,0.0,0,chilton
2013,5,1,89.0,2,vettel
2013,5,2,85.0,1,raikkonen
2013,5,3,72.0,2,alonso
2013,5,4,50.0,0,hamilton
2013,5,5,45.0,0,massa
2013,5,6,42.0,0,webber
2013,5,7,26.0,0,grosjean
2013,5,8,26.0,0,resta
2013,5,9,22.0,0,rosberg
2013,5,10,17.0,0,button
2013,5,11,12.0,0,perez
2013,5,12,7.0,0,ricciardo
2013,5,13,6.0,0,sutil
2013,5,14,5.0,0,hulkenberg
2013,5,15,1.0,0,vergne
2013,5,16,0.0,0,gutierrez
2013,5,17,0.0,0,bottas
2013,5,18,0.0,0,maldonado
2013,5,19,0.0,0,jules_bianchi
2013,5,20,0.0,0,pic
2013,5,21,0.0,0,garde
2013,5,22,0.0,0,chilton
2013,6,1,107.0,2,vettel
2013,6,2,86.0,1,raikkonen
2013,6,3,78.0,2,alonso
2013,6,4,62.0,0,hamilton
2013,6,5,57.0,0,webber
2013,6,6,47.0,1,rosberg
2013,6,7,45.0,0,massa
2013,6,8,28.0,0,resta
2013,6,9,26.0,0,grosjean
2013,6,10,25.0,0,button
2013,6,11,16.0,0,sutil
2013,6,12,12.0,0,perez
2013,6,13,7.0,0,ricciardo
2013,6,14,5.0,0,hulkenberg
2013,6,15,5.0,0,vergne
2013,6,16,0.0,0,gutierrez
2013,6,17,0.0,0,bottas
2013,6,18,0.0,0,maldonado
2013,6,19,0.0,0,jules_bianchi
2013,6,20,0.0,0,pic
2013,6,21,0.0,0,chilton
2013,6,22,0.0,0,garde
2013,7,1,132.0,3,vettel
2013,7,2,96.0,2,alonso
2013,7,3,88.0,1,raikkonen
2013,7,4,77.0,0,hamilton
2013,7,5,69.0,0,webber
2013,7,6,57.0,1,rosberg
2013,7,7,49.0,0,massa
2013,7,8,34.0,0,resta
2013,7,9,26.0,0,grosjean
2013,7,10,25.0,0,button
2013,7,11,17.0,0,sutil
2013,7,12,13.0,0,vergne
2013,7,13,12.0,0,perez
2013,7,14,7.0,0,ricciardo
2013,7,15,5.0,0,hulkenberg
2013,7,16,0.0,0,gutierrez
2013,7,17,0.0,0,bottas
2013,7,18,0.0,0,maldonado
2013,7,19,0.0,0,jules_bianchi
2013,7,20,0.0,0,pic
2013,7,21,0.0,0,chilton
2013,7,22,0.0,0,garde
2013,8,1,132.0,3,vettel
2013,8,2,111.0,2,alonso
2013,8,3,98.0,1,raikkonen
2013,8,4,89.0,0,hamilton
2013,8,5,87.0,0,webber
2013,8,6,82.0,2,rosberg
2013,8,7,57.0,0,massa
2013,8,8,36.0,0,resta
2013,8,9,26.0,0,grosjean
2013,8,10,25.0,0,button
2013,8,11,23.0,0,sutil
2013,8,12,13.0,0,vergne
2013,8,13,12.0,0,perez
2013,8,14,11.0,0,ricciardo
2013,8,15,6.0,0,hulkenberg
2013,8,16,0.0,0,maldonado
2013,8,17,0.0,0,bottas
2013,8,18,0.0,0,gutierrez
2013,8,19,0.0,0,jules_bianchi
2013,8,20,0.0,0,pic
2013,8,21,0.0,0,chilton
2013,8,22,0.0,0,garde
2013,9,1,157.0,4,vettel
2013,9,2,123.0,2,alonso
2013,9,3,116.0,1,raikkonen
2013,9,4,99.0,0,hamilton
2013,9,5,93.0,0,webber
2013,9,6,84.0,2,rosberg
2013,9,7,57.0,0,massa
2013,9,8,41.0,0,grosjean
2013,9,9,36.0,0,resta
2013,9,10,33.0,0,button
2013,9,11,23.0,0,sutil
2013,9,12,16.0,0,perez
2013,9,13,13.0,0,vergne
2013,9,14,11.0,0,ricciardo
2013,9,15,7.0,0,hulkenberg
2013,9,16,0.0,0,maldonado
2013,9,17,0.0,0,bottas
2013,9,18,0.0,0,gutierrez
2013,9,19,0.0,0,jules_bianchi
2013,9,20,0.0,0,pic
2013,9,21,0.0,0,chilton
2013,9,22,0.0,0,garde
2013,10,1,172.0,4,vettel
2013,10,2,134.0,1,raikkonen
2013,10,3,133.0,2,alonso
2013,10,4,124.0,1,hamilton
2013,10,5,105.0,0,webber
2013,10,6,84.0,2,rosberg
2013,10,7,61.0,0,massa
2013,10,8,49.0,0,grosjean
2013,10,9,39.0,0,button
2013,10,10,36.0,0,resta
2013,10,11,23.0,0,sutil
2013,10,12,18.0,0,perez
2013,10,13,13.0,0,vergne
2013,10,14,11.0,0,ricciardo
2013,10,15,7.0,0,hulkenberg
2013,10,16,1.0,0,maldonado
2013,10,17,0.0,0,bottas
2013,10,18,0.0,0,gutierrez
2013,10,19,0.0,0,jules_bianchi
2013,10,20,0.0,0,pic
2013,10,21,0.0,0,garde
2013,10,22,0.0,0,chilton
2013,11,1,197.0,5,vettel
2013,11,2,151.0,2,alonso
2013,11,3,139.0,1,hamilton
2013,11,4,134.0,1,raikkonen
2013,11,5,115.0,0,webber
2013,11,6,96.0,2,rosberg
2013,11,7,67.0,0,massa
2013,11,8,53.0,0,grosjean
2013,11,9,47.0,0,button
2013,11,10,36.0,0,resta
2013,11,11,25.0,0,sutil
2013,11,12,18.0,0,perez
2013,11,13,13.0,0,vergne
2013,11,14,12.0,0,ricciardo
2013,11,15,7.0,0,hulkenberg
2013,11,16,1.0,0,maldonado
2013,11,17,0.0,0,bottas
2013,11,18,0.0,0,gutierrez
2013,11,19,0.0,0,jules_bianchi
2013,11,20,0.0,0,pic
2013,11,21,0.0,0,garde
2013,11,22,0.0,0,chilton
2013,12,1,222.0,6,vettel
2013,12,2,169.0,2,alonso
2013,12,3,141.0,1,hamilton
2013,12,4,134.0,1,raikkonen
2013,12,5,130.0,0,webber
2013,12,6,104.0,2,rosberg
2013,12,7,79.0,0,massa
2013,12,8,57.0,0,grosjean
2013,12,9,48.0,0,button
2013,12,10,36.0,0,resta
2013,12,11,25.0,0,sutil
2013,12,12,18.0,0,perez
2013,12,13,18.0,0,ricciardo
2013,12,14,17.0,0,hulkenberg
2013,12,15,13.0,0,vergne
2013,12,16,1.0,0,maldonado
2013,12,17,0.0,0,bottas
2013,12,18,0.0,0,gutierrez
2013,12,19,0.0,0,jules_bianchi
2013,12,20,0.0,0,pic
2013,12,21,0.0,0,garde
2013,12,22,0.0,0,chilton
2013,13,1,247.0,7,vettel
2013,13,2,187.0,2,alonso
2013,13,3,151.0,1,hamilton
2013,13,4,149.0,1,raikkonen
2013,13,5,130.0,0,webber
2013,13,6,116.0,2,rosberg
2013,13,7,87.0,0,massa
2013,13,8,57.0,0,grosjean
2013,13,9,54.0,0,button
2013,13,10,36.0,0,resta
2013,13,11,26.0,0,sutil
2013,13,12,22.0,0,perez
2013,13,13,19.0,0,hulkenberg
2013,13,14,18.0,0,ricciardo
2013,13,15,13.0,0,vergne
2013,13,16,1.0,0,maldonado
2013,13,17,0.0,0,gutierrez
2013,13,18,0.0,0,bottas
2013,13,19,0.0,0,jules_bianchi
2013,13,20,0.0,0,pic
2013,13,21,0.0,0,garde
2013,13,22,0.0,0,chilton
2013,14,1,272.0,8,vettel
2013,14,2,195.0,2,alonso
2013,14,3,167.0,1,raikkonen
2013,14,4,161.0,1,hamilton
2013,14,5,130.0,0,webber
2013,14,6,122.0,2,rosberg
2013,14,7,89.0,0,massa
2013,14,8,72.0,0,grosjean
2013,14,9,58.0,0,button
2013,14,10,36.0,0,resta
2013,14,11,31.0,0,hulkenberg
2013,14,12,26.0,0,sutil
2013,14,13,23.0,0,perez
2013,14,14,18.0,0,ricciardo
2013,14,15,13.0,0,vergne
2013,14,16,1.0,0,maldonado
2013,14,17,0.0,0,gutierrez
2013,14,18,0.0,0,bottas
2013,14,19,0.0,0,jules_bianchi
2013,14,20,0.0,0,pic
2013,14,21,0.0,0,garde
2013,14,22,0.0,0,chilton
2013,15,1,297.0,9,vettel
2013,15,2,207.0,2,alonso
2013,15,3,177.0,1,raikkonen
2013,15,4,161.0,1,hamilton
2013,15,5,148.0,0,webber
2013,15,6,126.0,2,rosberg
2013,15,7,90.0,0,massa
2013,15,8,87.0,0,grosjean
2013,15,9,60.0,0,button
2013,15,10,39.0,0,hulkenberg
2013,15,11,36.0,0,resta
2013,15,12,26.0,0,sutil
2013,15,13,23.0,0,perez
2013,15,14,18.0,0,ricciardo
2013,15,15,13.0,0,vergne
2013,15,16,6.0,0,gutierrez
2013,15,17,1.0,0,maldonado
2013,15,18,0.0,0,bottas
2013,15,19,0.0,0,jules_bianchi
2013,15,20,0.0,0,pic
2013,15,21,0.0,0,garde
2013,15,22,0.0,0,chilton
2013,16,1,322.0,10,vettel
2013,16,2,207.0,2,alonso
2013,16,3,183.0,1,raikkonen
2013,16,4,169.0,1,hamilton
2013,16,5,148.0,0,webber
2013,16,6,144.0,2,rosberg
2013,16,7,102.0,0,grosjean
2013,16,8,102.0,0,massa
2013,16,9,60.0,0,button
2013,16,10,40.0,0,resta
2013,16,11,39.0,0,hulkenberg
2013,16,12,33.0,0,perez
2013,16,13,28.0,0,sutil
2013,16,14,19.0,0,ricciardo
2013,16,15,13.0,0,vergne
2013,16,16,6.0,0,gutierrez
2013,16,17,1.0,0,maldonado
2013,16,18,0.0,0,bottas
2013,16,19,0.0,0,jules_bianchi
2013,16,20,0.0,0,pic
2013,16,21,0.0,0,garde
2013,16,22,0.0,0,chilton
2013,17,1,347.0,11,vettel
2013,17,2,217.0,2,alonso
2013,17,3,183.0,1,raikkonen
2013,17,4,175.0,1,hamilton
2013,17,5,166.0,0,webber
2013,17,6,159.0,2,rosberg
2013,17,7,114.0,0,grosjean
2013,17,8,106.0,0,massa
2013,17,9,60.0,0,button
2013,17,10,48.0,0,resta
2013,17,11,39.0,0,hulkenberg
2013,17,12,35.0,0,perez
2013,17,13,29.0,0,sutil
2013,17,14,19.0,0,ricciardo
2013,17,15,13.0,0,vergne
2013,17,16,6.0,0,gutierrez
2013,17,17,1.0,0,maldonado
2013,17,18,0.0,0,bottas
2013,17,19,0.0,0,jules_bianchi
2013,17,20,0.0,0,pic
2013,17,21,0.0,0,garde
2013,17,22,0.0,0,chilton
2013,18,1,372.0,12,vettel
2013,18,2,227.0,2,alonso
2013,18,3,187.0,1,hamilton
2013,18,4,183.0,1,raikkonen
2013,18,5,181.0,0,webber
2013,18,6,161.0,2,rosberg
2013,18,7,132.0,0,grosjean
2013,18,8,106.0,0,massa
2013,18,9,61.0,0,button
2013,18,10,48.0,0,resta
2013,18,11,47.0,0,hulkenberg
2013,18,12,41.0,0,perez
2013,18,13,29.0,0,sutil
2013,18,14,19.0,0,ricciardo
2013,18,15,13.0,0,vergne
2013,18,16,6.0,0,gutierrez
2013,18,17,4.0,0,bottas
2013,18,18,1.0,0,maldonado
2013,18,19,0.0,0,jules_bianchi
2013,18,20,0.0,0,pic
2013,18,21,0.0,0,garde
2013,18,22,0.0,0,chilton
2013,18,23,0.0,0,kovalainen
2013,19,1,397.0,13,vettel
2013,19,2,242.0,2,alonso
2013,19,3,199.0,0,webber
2013,19,4,189.0,1,hamilton
2013,19,5,183.0,1,raikkonen
2013,19,6,171.0,2,rosberg
2013,19,7,132.0,0,grosjean
2013,19,8,112.0,0,massa
2013,19,9,73.0,0,button
2013,19,10,51.0,0,hulkenberg
2013,19,11,49.0,0,perez
2013,19,12,48.0,0,resta
2013,19,13,29.0,0,sutil
2013,19,14,20.0,0,ricciardo
2013,19,15,13.0,0,vergne
2013,19,16,6.0,0,gutierrez
2013,19,17,4.0,0,bottas
2013,19,18,1.0,0,maldonado
2013,19,19,0.0,0,jules_bianchi
2013,19,20,0.0,0,pic
2013,19,21,0.0,0,garde
2013,19,22,0.0,0,kovalainen
2013,19,23,0.0,0,chilton
2014,1,1,25.0,1,rosberg
2014,1,2,18.0,0,kevin_magnussen
2014,1,3,15.0,0,button
2014,1,4,12.0,0,alonso
2014,1,5,10.0,0,bottas
2014,1,6,8.0,0,hulkenberg
2014,1,7,6.0,0,raikkonen
2014,1,8,4.0,0,vergne
2014,1,9,2.0,0,kvyat
2014,1,10,1.0,0,perez
2014,1,11,0.0,0,sutil
2014,1,12,0.0,0,gutierrez
2014,1,13,0.0,0,chilton
2014,1,14,0.0,0,jules_bianchi
2014,1,15,0.0,0,grosjean
2014,1,16,0.0,0,maldonado
2014,1,17,0.0,0,ericsson
2014,1,18,0.0,0,vettel
2014,1,19,0.0,0,hamilton
2014,1,20,0.0,0,massa
2014,1,21,0.0,0,kobayashi
2014,1,22,0.0,0,ricciardo
2014,2,1,43.0,1,rosberg
2014,2,2,25.0,1,hamilton
2014,2,3,24.0,0,alonso
2014,2,4,23.0,0,button
2014,2,5,20.0,0,kevin_magnussen
2014,2,6,18.0,0,hulkenberg
2014,2,7,15.0,0,vettel
2014,2,8,14.0,0,bottas
2014,2,9,6.0,0,raikkonen
2014,2,10,6.0,0,massa
2014,2,11,4.0,0,vergne
2014,2,12,3.0,0,kvyat
2014,2,13,1.0,0,perez
2014,2,14,0.0,0,grosjean
2014,2,15,0.0,0,sutil
2014,2,16,0.0,0,gutierrez
2014,2,17,0.0,0,chilton
2014,2,18,0.0,0,kobayashi
2014,2,19,0.0,0,ericsson
2014,2,20,0.0,0,jules_bianchi
