Season,Round,CircuitID,Position,DriverID,Code,PermanentNumber,GivenName,FamilyName,DateOfBirth,Nationality,ConstructorID,ConstructorName,ConstructorNationality,Q1,Q2,Q3
2000,3,imola,6,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,jordan,Jordan,Irish,1:25.892,0,0
2000,3,imola,7,irvine,,0,Eddie,Irvine,1965-11-10,British,jaguar,Jaguar,British,1:25.929,0,0
2000,3,imola,8,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,jordan,Jordan,Irish,1:26.002,0,0
2000,3,imola,9,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:26.124,0,0
2000,3,imola,10,diniz,,0,Pedro,Diniz,1970-05-22,Brazilian,sauber,Sauber,Swiss,1:26.238,0,0
2000,3,imola,11,wurz,WUR,0,Alexander,Wurz,1974-02-15,Austrian,benetton,Benetton,Italian,1:26.281,0,0
2000,3,imola,12,salo,,0,Mika,Salo,1966-11-30,Finnish,sauber,Sauber,Swiss,1:26.336,0,0
2000,3,imola,13,rosa,DLR,0,Pedro,de la Rosa,1971-02-24,Spanish,arrows,Arrows,British,1:26.349,0,0
2000,3,imola,14,zonta,ZON,0,Ricardo,Zonta,1976-03-23,Brazilian,bar,BAR,British,1:26.814,0,0
2000,3,imola,15,alesi,,0,Jean,Alesi,1964-06-11,French,prost,Prost,French,1:26.824,0,0
2000,3,imola,16,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,arrows,Arrows,British,1:26.845,0,0
2000,3,imola,17,herbert,,0,Johnny,Herbert,1964-06-25,British,jaguar,Jaguar,British,1:27.051,0,0
2000,3,imola,18,button,BUT,22,Jenson,Button,1980-01-19,British,williams,Williams,British,1:27.135,0,0
2000,3,imola,19,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,benetton,Benetton,Italian,1:27.253,0,0
2000,3,imola,20,mazzacane,,0,Gastón,Mazzacane,1975-05-08,Argentine,minardi,Minardi,Italian,1:28.161,0,0
2000,3,imola,21,gene,,0,Marc,Gené,1974-03-29,Spanish,minardi,Minardi,Italian,1:28.333,0,0
2000,3,imola,22,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,prost,Prost,French,1:28.361,0,0
2000,4,silverstone,1,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:25.703,0,0
2000,4,silverstone,2,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,jordan,Jordan,Irish,1:25.706,0,0
2000,4,silverstone,3,hakkinen,,0,Mika,Häkkinen,1968-09-28,Finnish,mclaren,McLaren,British,1:25.741,0,0
2000,4,silverstone,4,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:26.088,0,0
2000,4,silverstone,5,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:26.161,0,0
2000,4,silverstone,6,button,BUT,22,Jenson,Button,1980-01-19,British,williams,Williams,British,1:26.733,0,0
2000,4,silverstone,7,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:26.786,0,0
2000,4,silverstone,8,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,arrows,Arrows,British,1:26.793,0,0
2000,4,silverstone,9,irvine,,0,Eddie,Irvine,1965-11-10,British,jaguar,Jaguar,British,1:26.818,0,0
2000,4,silverstone,10,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:27.025,0,0
2000,4,silverstone,11,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,jordan,Jordan,Irish,1:27.164,0,0
2000,4,silverstone,12,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,benetton,Benetton,Italian,1:27.253,0,0
2000,4,silverstone,13,diniz,,0,Pedro,Diniz,1970-05-22,Brazilian,sauber,Sauber,Swiss,1:27.301,0,0
2000,4,silverstone,14,herbert,,0,Johnny,Herbert,1964-06-25,British,jaguar,Jaguar,British,1:27.461,0,0
2000,4,silverstone,15,alesi,,0,Jean,Alesi,1964-06-11,French,prost,Prost,French,1:27.559,0,0
2000,4,silverstone,16,zonta,ZON,0,Ricardo,Zonta,1976-03-23,Brazilian,bar,BAR,British,1:27.772,0,0
2000,4,silverstone,17,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,prost,Prost,French,1:27.806,0,0
2000,4,silverstone,18,salo,,0,Mika,Salo,1966-11-30,Finnish,sauber,Sauber,Swiss,1:28.110,0,0
2000,4,silverstone,19,rosa,DLR,0,Pedro,de la Rosa,1971-02-24,Spanish,arrows,Arrows,British,1:28.135,0,0
2000,4,silverstone,20,wurz,WUR,0,Alexander,Wurz,1974-02-15,Austrian,benetton,Benetton,Italian,1:28.205,0,0
2000,4,silverstone,21,gene,,0,Marc,Gené,1974-03-29,Spanish,minardi,Minardi,Italian,1:28.253,0,0
2000,4,silverstone,22,mazzacane,,0,Gastón,Mazzacane,1975-05-08,Argentine,minardi,Minardi,Italian,1:29.174,0,0
2000,16,suzuka,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:35.825,0,0
2000,16,suzuka,2,hakkinen,,0,Mika,Häkkinen,1968-09-28,Finnish,mclaren,McLaren,British,1:35.834,0,0
2000,16,suzuka,3,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:36.236,0,0
2000,16,suzuka,4,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:36.330,0,0
2000,16,suzuka,5,button,BUT,22,Jenson,Button,1980-01-19,British,williams,Williams,British,1:36.628,0,0
2000,16,suzuka,6,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:36.788,0,0
2000,16,suzuka,7,irvine,,0,Eddie,Irvine,1965-11-10,British,jaguar,Jaguar,British,1:36.899,0,0
2000,16,suzuka,8,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,jordan,Jordan,Irish,1:37.243,0,0
2000,16,suzuka,9,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:37.267,0,0
2000,16,suzuka,10,herbert,,0,Johnny,Herbert,1964-06-25,British,jaguar,Jaguar,British,1:37.329,0,0
2000,16,suzuka,11,wurz,WUR,0,Alexander,Wurz,1974-02-15,Austrian,benetton,Benetton,Italian,1:37.348,0,0
2000,16,suzuka,12,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,benetton,Benetton,Italian,1:37.479,0,0
2000,16,suzuka,13,rosa,DLR,0,Pedro,de la Rosa,1971-02-24,Spanish,arrows,Arrows,British,1:37.652,0,0
2000,16,suzuka,14,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,arrows,Arrows,British,1:37.674,0,0
2000,16,suzuka,15,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,jordan,Jordan,Irish,1:37.679,0,0
2000,16,suzuka,16,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,prost,Prost,French,1:38.141,0,0
2000,16,suzuka,17,alesi,,0,Jean,Alesi,1964-06-11,French,prost,Prost,French,1:38.209,0,0
2000,16,suzuka,18,zonta,ZON,0,Ricardo,Zonta,1976-03-23,Brazilian,bar,BAR,British,1:38.269,0,0
2000,16,suzuka,19,salo,,0,Mika,Salo,1966-11-30,Finnish,sauber,Sauber,Swiss,1:38.490,0,0
2000,16,suzuka,20,diniz,,0,Pedro,Diniz,1970-05-22,Brazilian,sauber,Sauber,Swiss,1:38.576,0,0
2000,16,suzuka,21,gene,,0,Marc,Gené,1974-03-29,Spanish,minardi,Minardi,Italian,1:39.972,0,0
2000,16,suzuka,22,mazzacane,,0,Gastón,Mazzacane,1975-05-08,Argentine,minardi,Minardi,Italian,1:40.462,0,0
2001,16,indianapolis,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:11.708,0,0
2001,16,indianapolis,2,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:11.986,0,0
2001,16,indianapolis,3,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,williams,Williams,British,1:12.252,0,0
2001,16,indianapolis,4,hakkinen,,0,Mika,Häkkinen,1968-09-28,Finnish,mclaren,McLaren,British,1:12.309,0,0
2001,16,indianapolis,5,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:12.327,0,0
2001,16,indianapolis,6,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,sauber,Sauber,Swiss,1:12.434,0,0
2001,16,indianapolis,7,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:12.500,0,0
2001,16,indianapolis,8,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,jordan,Jordan,Irish,1:12.605,0,0
2001,16,indianapolis,9,alesi,,0,Jean,Alesi,1964-06-11,French,jordan,Jordan,Irish,1:12.607,0,0
2001,16,indianapolis,10,button,BUT,22,Jenson,Button,1980-01-19,British,benetton,Benetton,Italian,1:12.805,0,0
2001,16,indianapolis,11,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,sauber,Sauber,Swiss,1:12.881,0,0
2001,16,indianapolis,12,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,benetton,Benetton,Italian,1:12.942,0,0
2001,16,indianapolis,13,panis,,0,Olivier,Panis,1966-09-02,French,bar,BAR,British,1:13.122,0,0
2001,16,indianapolis,14,irvine,,0,Eddie,Irvine,1965-11-10,British,jaguar,Jaguar,British,1:13.189,0,0
2001,16,indianapolis,15,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,prost,Prost,French,1:13.281,0,0
2001,16,indianapolis,16,rosa,DLR,0,Pedro,de la Rosa,1971-02-24,Spanish,jaguar,Jaguar,British,1:13.679,0,0
2001,16,indianapolis,17,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,minardi,Minardi,Italian,1:13.991,0,0
2001,16,indianapolis,18,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:14.012,0,0
2001,16,indianapolis,19,bernoldi,,0,Enrique,Bernoldi,1978-10-19,Brazilian,arrows,Arrows,British,1:14.129,0,0
2001,16,indianapolis,20,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,arrows,Arrows,British,1:14.138,0,0
2001,16,indianapolis,21,enge,,0,Tomáš,Enge,1976-09-11,Czech,prost,Prost,French,1:14.185,0,0
2001,16,indianapolis,22,yoong,,0,Alex,Yoong,1976-07-20,Malaysian,minardi,Minardi,Italian,1:15.247,0,0
2002,2,sepang,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:35.266,0,0
2002,2,sepang,2,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,williams,Williams,British,1:35.497,0,0
2002,2,sepang,3,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:35.891,0,0
2002,2,sepang,4,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:36.028,0,0
2002,2,sepang,5,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:36.468,0,0
2002,2,sepang,6,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:36.477,0,0
2002,2,sepang,7,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,sauber,Sauber,Swiss,1:37.199,0,0
2002,2,sepang,8,button,BUT,22,Jenson,Button,1980-01-19,British,renault,Renault,French,1:37.245,0,0
2002,2,sepang,9,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,jordan,Jordan,Irish,1:37.536,0,0
2002,2,sepang,10,salo,,0,Mika,Salo,1966-11-30,Finnish,toyota,Toyota,Japanese,1:37.694,0,0
2002,2,sepang,11,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,arrows,Arrows,British,1:37.919,0,0
2002,2,sepang,12,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,renault,Renault,French,1:37.920,0,0
2002,2,sepang,13,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:38.039,0,0
2002,2,sepang,14,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,sauber,Sauber,Swiss,1:38.057,0,0
2002,2,sepang,15,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,jordan,Jordan,Irish,1:38.141,0,0
2002,2,sepang,16,bernoldi,,0,Enrique,Bernoldi,1978-10-19,Brazilian,arrows,Arrows,British,1:38.284,0,0
2002,2,sepang,17,rosa,DLR,0,Pedro,de la Rosa,1971-02-24,Spanish,jaguar,Jaguar,British,1:38.374,0,0
2002,2,sepang,18,panis,,0,Olivier,Panis,1966-09-02,French,bar,BAR,British,1:38.390,0,0
2002,2,sepang,19,mcnish,,0,Allan,McNish,1969-12-29,British,toyota,Toyota,Japanese,1:38.959,0,0
2002,2,sepang,20,irvine,,0,Eddie,Irvine,1965-11-10,British,jaguar,Jaguar,British,1:39.121,0,0
2002,2,sepang,21,webber,WEB,0,Mark,Webber,1976-08-27,Australian,minardi,Minardi,Italian,1:39.454,0,0
2002,2,sepang,22,yoong,,0,Alex,Yoong,1976-07-20,Malaysian,minardi,Minardi,Italian,1:40.158,0,0
2002,17,suzuka,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:31.317,0,0
2002,17,suzuka,2,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:31.749,0,0
2002,17,suzuka,3,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:32.088,0,0
2002,17,suzuka,4,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:32.197,0,0
2002,17,suzuka,5,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:32.444,0,0
2002,17,suzuka,6,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,williams,Williams,British,1:32.507,0,0
2002,17,suzuka,7,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,jordan,Jordan,Irish,1:33.090,0,0
2002,17,suzuka,8,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,jordan,Jordan,Irish,1:33.276,0,0
2002,17,suzuka,9,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:33.349,0,0
2002,17,suzuka,10,button,BUT,22,Jenson,Button,1980-01-19,British,renault,Renault,French,1:33.429,0,0
2002,17,suzuka,11,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,renault,Renault,French,1:33.547,0,0
2002,17,suzuka,12,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,sauber,Sauber,Swiss,1:33.553,0,0
2002,17,suzuka,13,salo,,0,Mika,Salo,1966-11-30,Finnish,toyota,Toyota,Japanese,1:33.742,0,0
2002,17,suzuka,14,irvine,,0,Eddie,Irvine,1965-11-10,British,jaguar,Jaguar,British,1:33.915,0,0
2002,17,suzuka,15,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,sauber,Sauber,Swiss,1:33.979,0,0
2002,17,suzuka,16,panis,,0,Olivier,Panis,1966-09-02,French,bar,BAR,British,1:34.192,0,0
2002,17,suzuka,17,rosa,DLR,0,Pedro,de la Rosa,1971-02-24,Spanish,jaguar,Jaguar,British,1:34.227,0,0
2002,17,suzuka,18,mcnish,,0,Allan,McNish,1969-12-29,British,toyota,Toyota,Japanese,1:35.191,0,0
2002,17,suzuka,19,webber,WEB,0,Mark,Webber,1976-08-27,Australian,minardi,Minardi,Italian,1:35.958,0,0
2002,17,suzuka,20,yoong,,0,Alex,Yoong,1976-07-20,Malaysian,minardi,Minardi,Italian,1:36.267,0,0
2003,1,albert_park,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:27.173,0,0
2003,1,albert_park,2,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:27.418,0,0
2003,1,albert_park,3,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,williams,Williams,British,1:28.101,0,0
2003,1,albert_park,4,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,sauber,Sauber,Swiss,1:28.274,0,0
2003,1,albert_park,5,panis,,0,Olivier,Panis,1966-09-02,French,toyota,Toyota,Japanese,1:28.288,0,0
2003,1,albert_park,6,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:28.420,0,0
2003,1,albert_park,7,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,sauber,Sauber,Swiss,1:28.464,0,0
2003,1,albert_park,8,button,BUT,22,Jenson,Button,1980-01-19,British,bar,BAR,British,1:28.682,0,0
2003,1,albert_park,9,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:28.830,0,0
2003,1,albert_park,10,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:28.928,0,0
2003,1,albert_park,11,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:29.105,0,0
2003,1,albert_park,12,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,renault,Renault,French,1:29.136,0,0
2003,1,albert_park,13,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,jordan,Jordan,Irish,1:29.344,0,0
2003,1,albert_park,14,webber,WEB,0,Mark,Webber,1976-08-27,Australian,jaguar,Jaguar,British,1:29.367,0,0
2003,1,albert_park,15,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:29.470,0,0
2003,1,albert_park,16,matta,,0,Cristiano,da Matta,1973-09-19,Brazilian,toyota,Toyota,Japanese,1:29.538,0,0
2003,1,albert_park,17,firman,,0,Ralph,Firman,1975-05-20,Irish,jordan,Jordan,Irish,1:31.242,0,0
2003,1,albert_park,18,pizzonia,PIZ,0,Antônio,Pizzonia,1980-09-11,Brazilian,jaguar,Jaguar,British,1:31.723,0,0
2003,1,albert_park,19,wilson,,0,Justin,Wilson,1978-07-31,British,minardi,Minardi,Italian,0,0,0
2003,1,albert_park,20,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,minardi,Minardi,Italian,0,0,0
2003,2,sepang,1,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:37.044,0,0
2003,2,sepang,2,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,renault,Renault,French,1:37.217,0,0
2003,2,sepang,3,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:37.393,0,0
2003,2,sepang,4,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:37.454,0,0
2003,2,sepang,5,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:37.579,0,0
2003,2,sepang,6,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,sauber,Sauber,Swiss,1:37.766,0,0
2003,2,sepang,7,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:37.858,0,0
2003,2,sepang,8,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,williams,Williams,British,1:37.974,0,0
2003,2,sepang,9,button,BUT,22,Jenson,Button,1980-01-19,British,bar,BAR,British,1:38.073,0,0
2003,2,sepang,10,panis,,0,Olivier,Panis,1966-09-02,French,toyota,Toyota,Japanese,1:38.094,0,0
2003,2,sepang,11,matta,,0,Cristiano,da Matta,1973-09-19,Brazilian,toyota,Toyota,Japanese,1:38.097,0,0
2003,2,sepang,12,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:38.289,0,0
2003,2,sepang,13,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,sauber,Sauber,Swiss,1:38.291,0,0
2003,2,sepang,14,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,jordan,Jordan,Irish,1:38.416,0,0
2003,2,sepang,15,pizzonia,PIZ,0,Antônio,Pizzonia,1980-09-11,Brazilian,jaguar,Jaguar,British,1:38.516,0,0
2003,2,sepang,16,webber,WEB,0,Mark,Webber,1976-08-27,Australian,jaguar,Jaguar,British,1:38.624,0,0
2003,2,sepang,17,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:38.789,0,0
2003,2,sepang,18,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,minardi,Minardi,Italian,1:40.417,0,0
2003,2,sepang,19,wilson,,0,Justin,Wilson,1978-07-31,British,minardi,Minardi,Italian,1:40.599,0,0
2003,2,sepang,20,firman,,0,Ralph,Firman,1975-05-20,Irish,jordan,Jordan,Irish,1:40.910,0,0
2003,3,interlagos,1,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:13.807,0,0
2003,3,interlagos,2,coulthard,COU,0,David,Coulthard,1971-03-27,British,mclaren,McLaren,British,1:13.818,0,0
2003,3,interlagos,3,webber,WEB,0,Mark,Webber,1976-08-27,Australian,jaguar,Jaguar,British,1:13.851,0,0
2003,3,interlagos,4,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:13.866,0,0
2003,3,interlagos,5,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,renault,Renault,French,1:13.953,0,0
2003,3,interlagos,6,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:14.124,0,0
2003,3,interlagos,7,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:14.130,0,0
2003,3,interlagos,8,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,jordan,Jordan,Irish,1:14.191,0,0
2003,3,interlagos,9,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,williams,Williams,British,1:14.223,0,0
2003,3,interlagos,10,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:14.384,0,0
2003,3,interlagos,11,button,BUT,22,Jenson,Button,1980-01-19,British,bar,BAR,British,1:14.504,0,0
2003,3,interlagos,12,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,sauber,Sauber,Swiss,1:14.631,0,0
2003,3,interlagos,13,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bar,BAR,British,1:14.668,0,0
2003,3,interlagos,14,frentzen,,0,Heinz-Harald,Frentzen,1967-05-18,German,sauber,Sauber,Swiss,1:14.839,0,0
2003,3,interlagos,15,panis,,0,Olivier,Panis,1966-09-02,French,toyota,Toyota,Japanese,1:14.839,0,0
2003,3,interlagos,16,firman,,0,Ralph,Firman,1975-05-20,Irish,jordan,Jordan,Irish,1:15.240,0,0
2003,3,interlagos,17,pizzonia,PIZ,0,Antônio,Pizzonia,1980-09-11,Brazilian,jaguar,Jaguar,British,1:15.317,0,0
2003,3,interlagos,18,matta,,0,Cristiano,da Matta,1973-09-19,Brazilian,toyota,Toyota,Japanese,1:15.641,0,0
2003,3,interlagos,19,verstappen,,0,Jos,Verstappen,1972-03-04,Dutch,minardi,Minardi,Italian,1:16.542,0,0
2003,3,interlagos,20,wilson,,0,Justin,Wilson,1978-07-31,British,minardi,Minardi,Italian,1:16.586,0,0
2003,4,imola,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:22.327,0,0
2003,4,imola,2,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,williams,Williams,British,1:22.341,0,0
